	Lambda_Max	Species	Opsin_Family	Accession
S371	528	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F_Y179F_I207C_F208C
S372	571	Poecilia_reticulata	LWS1	AB748985.1
S373	562	Poecilia_reticulata	LWS1	AB748984
S374	516	Poecilia_reticulata	LWS2	LC127183
S375	519	Poecilia_reticulata	LWS3	LC127184
S376	516	Poecilia_reticulata	RH2-1	LC127186
S377	476	Poecilia_reticulata	RH2-2	LC127187
S378	438	Poecilia_reticulata	SWS2-A	LC127188
S379	408	Poecilia_reticulata	SWS2-B	LC127189
S380	353	Poecilia_reticulata	SWS1	LC127190
S381	503	Poecilia_reticulata	RH1	LC127191
S382	358	Geotria_australis	SWS1	KT749677
S383	439	Geotria_australis	SWS2	AY366492
S384	497	Geotria_australis	RhA	AY366493
S385	492	Geotria_australis	RhB	AY366494
S386	420	Cavia_porcellus	SWS1	AY552608
S387	358	Carassius_auratus	SWS1	D85863
S388	388	Columba_livia	SWS1	AJ238856
S389	419	Gallus_gallus	SWS1	NM_205438.1
S390	360	Melopsittacus_undulatus	SWS1	NM_001311081
S391	360	Anolis_carolinensis	SWS1	AH007736
S392	363	Carassius_auratus	SWS1	D85863_F86S
S393	357	Columba_livia	SWS1	AJ238856_S86F
S394	366	Columba_livia	SWS1	AJ238856_V116L
S395	380	Columba_livia	SWS1	AJ238856_V116M
S396	372	Gallus_gallus	SWS1	NM_205438.1_S86F
S397	419	Gallus_gallus	SWS1	NM_205438.1_V116L
S398	420	Melopsittacus_undulatus	SWS1	NM_001311081_C90S
S399	361	Melopsittacus_undulatus	SWS1	NM_001311081_A86S
S400	508	Phreatichthys_andruzzii	Rh1	JQ413240
S401	505	Phreatichthys_andruzzii	exoRh	GQ404491.1
S402	502	Danio_rerio	Rh1	AF109368
S403	498	Danio_rerio	exoRh	NM131212.2
S404	414	Homo_sapiens	OPN1SW	DQ822478.1
S405	424	Homo_sapiens	OPN1SW	DQ822478.1_S289A
S406	417	Homo_sapiens	OPN1SW	DQ822478.1_S87G
S407	434	Homo_sapiens	OPN1SW	DQ822478.1_Y262W
S408	383	Platynereis_dumerilii	LWS	AY692353.1
S409	491	Platynereis_dumerilii	LWS	AY692353.1_K94T
S410	492	Platynereis_dumerilii	LWS	AY692353.1_K94A
S411	491	Platynereis_dumerilii	LWS	AY692353.1_K94S
S412	502	Platynereis_dumerilii	LWS	AY692353.1_K94V
S413	489	Platynereis_dumerilii	LWS	AY692353.1_K94D
S414	461	Platynereis_dumerilii	LWS	AY692353.1_K94E
S415	484	Platynereis_dumerilii	LWS	AY692353.1_K94H
S416	377	Platynereis_dumerilii	LWS	AY692353.1_K94R
S417	480	Drosophila_melanogaster	Inv-Rh1	NM_079683.3
S418	485	Drosophila_melanogaster	Inv-Rh1	NM_079683.3_D96N
S419	486	Drosophila_melanogaster	Inv-Rh1	NM_079683.3_D124N
S420	486	Drosophila_melanogaster	Inv-Rh1	NM_079683.3_D147N
S421	484	Drosophila_melanogaster	Inv-Rh1	NM_079683.3_E194Q
S422	481	Drosophila_melanogaster	Inv-Rh1	NM_079683.3_D203N
S423	450	Pieris_rapae	PrB	AB208675.1
S424	437	Pieris_rapae	PrB	AB208675.1_S117A
S425	446	Pieris_rapae	PrB	AB208675.1_F177Y
S426	425	Pieris_rapae	PrB	AB208675.1_S117A_F177Y
S427	420	Pieris_rapae	PrV	AB208674.1
S428	430	Pieris_rapae	PrV	AB208674.1_A116S
S429	561	Grus_americana	LWS	KM508487
S430	500	Grus_americana	Rh1	KM508488
S431	499	Grus_americana	Rh2	KM508489
S432	404	Grus_americana	SWS1	KM508490
S433	450	Grus_americana	SWS2	KM508491
S434	486	Scopelarchus_analis	Rh1	EF517404.1
S435	479	Scopelarchus_analis	Rh1	EF517405.1
S436	539	Otolemur_crassicaudatus	LWS	AB112590.1
S437	502	Otolemur_crassicaudatus	Rh1	AB112591.1
S438	525	Argopecten_irradians	Rtc	KX550908.1
S439	521	Argopecten_irradians	Rtc	KX550908.1_M204L
S440	509	Argopecten_irradians	Rtc	KX550908.1_Y211W
S441	510	Argopecten_irradians	Rtc	KX550908.1_V216A
S442	521	Argopecten_irradians	Rtc	KX550908.1_M204L_V216A
S443	513	Argopecten_irradians	Rtc	KX550908.1_M204L_Y211W
S444	515	Argopecten_irradians	Rtc	KX550908.1_Y211W_V216A
S445	513	Argopecten_irradians	Rtc	KX550908.1_M204L_Y211W_V216A
S446	496	Pecten_maximus	Rtc	XM_033877948.1
S447	508	Pecten_maximus	Rtc	XM_033877948.1_L204M
S448	505	Pecten_maximus	Rtc	XM_033877948.1_W211Y
S449	498	Pecten_maximus	Rtc	XM_033877948.1_A216V
S450	505	Pecten_maximus	Rtc	XM_033877948.1_L204M_A216V
S451	500	Pecten_maximus	Rtc	XM_033877948.1_L204M_W211Y
S452	494	Pecten_maximus	Rtc	XM_033877948.1_W211Y_A216V
S453	505	Pecten_maximus	Rtc	XM_033877948.1_L204M_W211Y_A216V
S454	420	Carassius_auratus	SWS1	D85863.1_F86Y
S455	360	Carassius_auratus	SWS1	D85863.1_F86L
S456	360	Carassius_auratus	SWS1	D85863.1_F86M
S457	435	Bos_taurus	SWS1	U92557.1
S458	431	Limenitis_a.astyanax	IV-Rh1	AY918902.2
S459	430	Limenitis_a.astyanax	IV-Rh1	AY918902.2_I169F
S460	429	Limenitis_a.astyanax	IV-Rh1	AY918902.2_K201R
S461	430	Limenitis_a.astyanax	IV-Rh1	AY918902.2_T273A
S462	431	Limenitis_a.astyanax	IV-Rh1	AY918902.2_I169F_K201R_T273A
S463	435	Limenitis_a.astyanax	IV-Rh1	AY918902.2_Y179F
S464	439	Danaus_plexippus	IV-Rh1	AY605544
S465	431	Limenitis_a.archippus	IV-Rh1	EU358777
S466	452	Oryzias_latipes	Rh2	AB223053
S467	516	Oryzias_latipes	Rh2	AB223054
S468	492	Oryzias_latipes	Rh2	AB223055
S469	448	Oryzias_latipes	Rh2	CP020669.1_(400681-404250)
S470	516	Oryzias_latipes	Rh2	CP020669.1_(390932-392688)
S471	494	Oryzias_latipes	Rh2	CP020669.1_(376983-378663)
S472	447	Oryzias_luzonensis	Rh2	LC260048
S473	517	Oryzias_luzonensis	Rh2	LC260049
S474	486	Oryzias_luzonensis	Rh2	LC260050
S475	469	Oryzias_celebensis	Rh2	LC260051
S476	516	Oryzias_celebensis	Rh2	LC260052
S477	491	Oryzias_celebensis	Rh2	LC260053
S478	460	Oryzias_melastigma	Rh2	LC260054
S479	519	Oryzias_melastigma	Rh2	LC260055
S480	491	Oryzias_melastigma	Rh2	LC260056
S481	462	Oryzias_minutillus	Rh2	LC260057
S482	517	Oryzias_minutillus	Rh2	LC260058
S483	493	Oryzias_minutillus	Rh2	LC260059
S484	493	Oryzias_latipes	Rh2	AB223054_I95L_T96N_E122Q_V123I_I205M_V209C_F213C_G269A
S485	516	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_I123V_M205I_C209V_C213F_A269G
S486	508	Oryzias_latipes	Rh2	AB223055_Q122E
S487	512	Oryzias_latipes	Rh2	AB223055_N96T_Q122E
S488	508	Oryzias_latipes	Rh2	AB223055_Q122E_I123V
S489	508	Oryzias_latipes	Rh2	AB223055_Q122E_M205I
S490	510	Oryzias_latipes	Rh2	AB223055_Q122E_C209V
S491	508	Oryzias_latipes	Rh2	AB223055_Q122E_C213F
S492	508	Oryzias_latipes	Rh2	AB223055_Q122E_A269G
S493	516	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F_A269G
S494	515	Oryzias_latipes	Rh2	AB223055_N96T_Q122E_M205I_C209V_C213F_A269G
S495	514	Oryzias_latipes	Rh2	AB223055_L95I_Q122E_M205I_C209V_C213F_A269G
S496	516	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_C213F_A269G
S497	515	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_A269G
S498	516	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F
S499	516	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_I123V_C209V_C213F_A269G
S500	514	Oryzias_latipes	Rh2	AB223055_N96T_Q122E_C209V_C213F_A269G
S501	513	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C213F_A269G
S502	514	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_A269G
S503	515	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_C213F
S504	469	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_C94T_V100M_L108I_L119I_S202T_F203Y_F255I_L309M
S505	454	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_L108I_L119I_S202T_L309M
S506	463	Oryzias_celebensis	Rh2	LC260051_Y198F_R248K
S507	462	Oryzias_melastigma	Rh2	LC260054_E33D_I130V_F203Y
S508	485	Verasper_variegatus	SWS2	A0A1L7P076
S509	416	Verasper_variegatus	SWS2	A0A1L7P082
S510	452	Microstomus_achne	SWS2	A0A1L7P074
S511	466	Paralichthys_olivaceus	SWS2	D7RP09
S512	438	Poecilia_reticulata	SWS2	A0A140JTJ4
S513	408	Poecilia_reticulata	SWS2	A0A140JTJ5
S514	439	Oryzias_latipes	SWS2	Q2L6A3
S515	405	Oryzias_latipes	SWS2	Q2L6A2
S516	448	Lucania_goodei	SWS2	Q7T2U6
S517	397	Lucania_goodei	SWS2	Q7T2U7
S518	416	Danio_rerio	SWS2	Q9W6A8
S519	443	Carassius_auratus	SWS2	L11864.1
S520	416	Danio_rerio	SWS2	AB087809.1
S521	418	Danio_rerio	SWS2	AB087809.1_S117A
S522	416	Danio_rerio	SWS2	AB087809.1_S82A
S523	417	Danio_rerio	SWS2	AB087809.1_W85L
S524	416	Danio_rerio	SWS2	AB087809.1_V88I
S525	417	Danio_rerio	SWS2	AB087809.1_A97S
S526	418	Danio_rerio	SWS2	AB087809.1_Y99F
S527	417	Danio_rerio	SWS2	AB087809.1_K100N
S528	417	Danio_rerio	SWS2	AB087809.1_I108T
S529	417	Danio_rerio	SWS2	AB087809.1_G109A
S530	416	Danio_rerio	SWS2	AB087809.1_I119L
S531	419	Danio_rerio	SWS2	AB087809.1_C295S
S532	443	Carassius_auratus	SWS2	L11864.1_A52T
S533	443	Carassius_auratus	SWS2	L11864.1_S80A
S534	442	Carassius_auratus	SWS2	L11864.1_A87S
S535	440	Carassius_auratus	SWS2	L11864.1_P92S
S536	437	Carassius_auratus	SWS2	L11864.1_S94A
S537	441	Carassius_auratus	SWS2	L11864.1_L116T
S538	444	Carassius_auratus	SWS2	L11864.1_G124S
S539	443	Carassius_auratus	SWS2	L11864.1_S163F
S540	442	Carassius_auratus	SWS2	L11864.1_G217S
S541	442	Carassius_auratus	SWS2	L11864.1_S272A
S542	487	Bos_taurus	Rh1	NM_001014890.2_G90S
S543	484	Bos_taurus	Rh1	NM_001014890.2_T118A
S544	477	Bos_taurus	Rh1	NM_001014890.2_E122D
S545	498	Bos_taurus	Rh1	NM_001014890.2_A295S
S546	453	Bos_taurus	Rh1	NM_001014890.2_T118A_E122D_A292S
S547	467	Danio_rerio	Rh2	NM_131253.2
S548	476	Danio_rerio	Rh2	NM_182891.2
S549	488	Danio_rerio	Rh2	NM_182892.2
S550	505	Danio_rerio	Rh2	NM_131254.1
S551	528	Metriaclima_zebra	Rh2	DQ088651
S552	519	Metriaclima_zebra	Rh2	DQ088650
S553	484	Metriaclima_zebra	Rh2	DQ088652
S554	423	Metriaclima_zebra	SWS2	DQ088649
S555	368	Metriaclima_zebra	SWS1	DQ088648
S556	511	Carassius_auratus	LWS	L11865.1
S557	505	Carassius_auratus	LWS	L11866.1
S558	502	Carassius_auratus	Rh2	L11863.1
S559	441	Carassius_auratus	SWS2	L11864.1
S560	507	Gallus_gallus	Rh1	NM_001397497.1
S561	508	Gallus_gallus	Rh1	NM_001397497.1_Q64K
S562	491	Gallus_gallus	Rh1	NM_001397497.1_E122Q_Q64K_E150A
S563	504	Gallus_gallus	Rh1	NM_001397497.1_E150A
S564	486	Gallus_gallus	Rh1	NM_001397497.1_E122Q
S565	504	Gallus_gallus	Rh1	NM_001397497.1_E122I
S566	487	Gallus_gallus	Rh1	NM_001397497.1_E122D
S567	511	Gallus_gallus	MWS	NM_205490.1
S568	525	Gallus_gallus	MWS	NM_205490.1_Q122E
S569	508	Archosaur_sp.	Rh1	AF310191.1
S570	508	Archosaur_sp.	Rh1	AF310191.1_T213I
S571	508	Archosaur_sp.	Rh1	AF310191.1_T217A
S572	508	Archosaur_sp.	Rh1	AF310191.1_V218I
S573	509	Archosaur_sp.	Rh1	AF310191.1_T213I_T217A_V218I
S574	503	AncAgnatha_sp.	Rh2	AncAgnatha
S575	488	AncActino_sp.	Rh2	AncActino
S576	491	AncTeleost_sp.	Rh2	AncTeleost
S577	491	AncClupeoc_sp.	Rh2	AncClupeoc
S578	489	AncCyprin1_sp.	Rh2	AncCyprin1
S579	505	AncCyprin2_sp.	Rh2	AncCyprin2
S580	488	AncEutelo1_sp.	Rh2	AncEutelo1
S581	489	AncEutelo2_sp.	Rh2	AncEutelo2
S582	474	AncEutelo3_sp.	Rh2	AncEutelo3
S583	524	AncEutelo4_sp.	Rh2	AncEutelo4
S584	488	AncTetrapo_sp.	Rh2	AncTetrapo
S585	499	AncSaurops_sp.	Rh2	AncSaurops
S586	497	AncSquamat_sp.	Rh2	AncSquamat
S587	495	Bos_taurus	Rh1	NM_001014890.2_D83N
S588	500	Lethenteron_camtschaticum	Rh1	M63632.1
S589	478	Latimeria_chalumnae	Rh2	AH007713.2
S590	495	Latimeria_chalumnae	Rh1	AH007712.2_Q122E
S591	493	Latimeria_chalumnae	Rh1	AH007712.2_S292A
S592	511	Latimeria_chalumnae	Rh1	AH007712.2_Q122E_S292A
S593	491	Latimeria_chalumnae	Rh2	AH007713.2_Q122E
S594	484	Latimeria_chalumnae	Rh2	AH007713.2_L207M
S595	499	Latimeria_chalumnae	Rh2	AH007713.2_Q122E_L207M
S596	361	swsanc1_sp.	UVS	swsanc1
S597	360	swsanc2_sp.	UVS	swsanc2
S598	359	swsanc3_sp.	UVS	swsanc3
S599	360	swsanc4_sp.	UVS	swsanc4
S600	360	swsanc5_sp.	UVS	swsanc5
S601	393	swsanc6_sp.	SWS	swsanc6
S602	359	swsanc7_sp.	UVS	swsanc7
S603	360	swsanc1_sp.	UVS	swsanc1_F60I
S604	361	swsanc1_sp.	UVS	swsanc1_V63I
S605	362	swsanc1_sp.	UVS	"swsanc1_G82A,L85I,C86V,I87T,S92F,F96V,S98A,L99S,R100Q"
S606	361	swsanc1_sp.	UVS	swsanc1_V104I
S607	361	swsanc1_sp.	UVS	"swsanc1_H107R,V109L,L112M,L116M,V119I,I137V"
S608	361	swsanc1_sp.	UVS	"swsanc1_K147R,G149S"
S609	392	swsanc6_sp.	SWS	"swsanc6_V49L,I60V,V63I"
S610	392	swsanc6_sp.	SWS	"swsanc6_F81V,I85M,I88V"
S611	398	swsanc6_sp.	SWS	swsanc6_A118S
S612	392	swsanc6_sp.	SWS	swsanc6_N149S
S613	359	swsanc5_sp.	UVS	swsanc5_F49V
S614	377	swsanc5_sp.	UVS	swsanc5_F84S
S615	357	swsanc5_sp.	UVS	swsanc5_S118A
S616	383	swsanc5_sp.	UVS	"swsanc5_F49V,F84S"
S617	357	swsanc5_sp.	UVS	"swsanc5_F49V,S118A"
S618	369	swsanc5_sp.	UVS	"swsanc5_F84S,S118A"
S619	374	swsanc5_sp.	UVS	"swsanc5_F49V,F84S,S118A"
S620	374	swsanc5_sp.	UVS	"swsanc5_F49V,F84S,S118A,A82S"
S621	374	swsanc5_sp.	UVS	"swsanc5_F49V,F84S,S118A,L85I"
S622	374	swsanc5_sp.	UVS	"swsanc5_F49V,F84S,S118A,R107K"
S623	375	swsanc5_sp.	UVS	"swsanc5_F49V,F84S,S118A,V119T"
S624	375	swsanc5_sp.	UVS	"swsanc5_F49V,F84S,S118A,A120G"
S625	360	swsanc5_sp.	UVS	"swsanc5_A82S,L85I,R107K,V119T,A120G"
S626	393	swsanc5'_sp.	UVS	swsanc5'
S627	393	swsanc5'_sp.	UVS	swsanc5'_F46L
S628	366	swsanc5'_sp.	UVS	swsanc5'_S84C
S629	360	swsanc5'_sp.	UVS	swsanc5'_S89C
S630	398	swsanc5'_sp.	UVS	swsanc5'_A114G
S631	360	swsanc5'_sp.	UVS	"swsanc5'_S84C,S89C"
S632	360	swsanc5'_sp.	UVS	"swsanc5'_F46L,C86S,S89C,A114G"
S633	359	"swsanc3,Xenopus_sp.,laevis"	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_350
S634	383	"swsanc3,Xenopus_sp.,laevis"	UVS	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_350
S635	410	"swsanc3,Xenopus_sp.,laevis"	UVS	swsanc3_1_98-NM_001085652.1_99-151-swsanc3_152_350
S636	389	"swsanc3,Xenopus_sp.,laevis"	UVS	swsanc3_1_30-NM_001085652.1_31_98-swsanc3_99_350
S637	417	"swsanc3,Xenopus_sp.,laevis"	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_98-NM_001085652.1_99_151-swsanc3_152_350
S638	421	"swsanc3,Xenopus_sp.,laevis"	UVS	swsanc3_1_66-NM_001085652.1_67_151-swsanc3_152_350
S639	422	"swsanc3,Xenopus_sp.,laevis"	UVS	swsanc3_1_30-NM_001085652.1_31_151-swsanc3_152_350
S640	360	"swsanc3,Xenopus_sp.,laevis"	UVS	swsanc3_1_151-NM_001085652.1_152_311-swsanc3_312_350
S641	361	"swsanc3,Xenopus_sp.,laevis"	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_151-NM_001085652.1_152_311-swsanc3_312_350
S642	404	"swsanc3,Xenopus_sp.,laevis"	UVS	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_151-NM_001085652.1_152_311-swsanc3_312_350
S643	404	"swsanc3,Xenopus_sp.,laevis"	UVS	NM_001085652.1_1_30-swsanc3_31_98-NM_001085652.1_99_347
S644	408	"swsanc3,Xenopus_sp.,laevis"	UVS	NM_001085652.1_1_98-swsanc3_99_151-NM_001085652.1_152_347
S645	404	"swsanc3,Xenopus_sp.,laevis"	UVS	NM_001085652.1_1_66-swsanc3_67_98-NM_001085652.1_99_347
S646	418	"swsanc3,Xenopus_sp.,laevis"	UVS	NM_001085652.1_1_30-swsanc3_31_66-NM_001085652.1_67_347
S647	355	Xenopus_laevis	UVS	"NM_001085652.1_M86F,I91V,P93T,A109V,D113E,V116L,T118S"
S648	380	swsanc3_sp.	UVS	"swsanc3_F86M,V91I,T93P"
S649	408	swsanc3_sp.	UVS	"swsanc3_V109A,E113D,L116V,S118T"
S650	385	swsanc3_sp.	UVS	"swsanc3_F49L,F86M,V91I,T93P"
S651	411	swsanc3_sp.	UVS	"swsanc3_F49L,V109A,E113D,L116V,S118T"
S652	421	swsanc3_sp.	UVS	"swsanc3_F86M,V91I,T93P,V109A,E113D,L116V,S118T"
S653	422	swsanc3_sp.	UVS	"swsanc3_F49L,F86M,V91I,T93P,V109A,E113D,L116V,S118T"
S654	361	swsanc3_sp.	UVS	swsanc3_F86M
S655	359	swsanc3_sp.	UVS	swsanc_T93P
S656	394	swsanc3_sp.	UVS	"swsanc_F86M,T93P"
S657	360	swsanc3_sp.	UVS	swsanc3_V109A
S658	355	swsanc3_sp.	UVS	swsanc3_E113D
S659	359	swsanc3_sp.	UVS	swsanc3_L116V
S660	361	swsanc3_sp.	UVS	swsanc3_S118T
S661	370	swsanc3_sp.	UVS	"swsanc3_V109A,E113D"
S662	359	swsanc3_sp.	UVS	"swsanc3_V109A,L116V"
S663	361	swsanc3_sp.	UVS	"swsanc3_V109A,S118T"
S664	357	swsanc3_sp.	UVS	"swsanc3_E113D,S118T"
S665	360	swsanc3_sp.	UVS	"swsanc3_L116V,S118T"
S666	391	swsanc3_sp.	UVS	"swsanc3_V109A,E113D,L116V"
S667	391	swsanc3_sp.	UVS	"swsanc3_V109A,E113D,S118T"
S668	360	swsanc3_sp.	UVS	"swsanc3_V109A,L116V,S118T"
S669	359	swsanc3_sp.	UVS	"swsanc3_E113D,L116V,S118T"
S670	363	swsanc3_sp.	UVS	"swsanc3_T108I,E113D,L116V,S118T"
S671	361	swsanc3_sp.	UVS	"swsanc3_E113D,L116V,S118T,V119L"
S672	358	swsanc3_sp.	UVS	"swsanc3_E113D,L116V,S118T,A120T"
S673	363	swsanc3_sp.	UVS	"swsanc3_A111S,L112I,E113D,L116V,S118T"
S674	363	swsanc3_sp.	UVS	"swsanc3_A111S,E113D,L116V,S118T,A120T"
S675	383	swsanc3_sp.	UVS	"swsanc3_F46M,F86M,V91I,T93P"
S676	385	swsanc3_sp.	UVS	"swsanc3_F46M,F49L,F86M,V91I,T93P"
S677	423	swsanc3_sp.	UVS	"swsanc3_F46M,F49L,F86M,V91I,T93P,T108I,V109A,A111S,L112I,E113D,L116V,S118T,V119L,A120T"
S678	365	"Homo,Mus_sapiens,musculus"	UVS	NP_031564.1_1_92-AH003620.2_93_348
S679	360	"Homo,Mus_sapiens,musculus"	UVS	NP_031564.1_1_146-AH003620.2_147_348
S680	360	"Homo,Mus_sapiens,musculus"	UVS	NP_031564.1_1_253-AH003620.2_254_348
S681	396	"Homo,Mus_sapiens,musculus"	UVS	AH003620.2_1_92-NP_031564.1_93_346
S682	414	"Homo,Mus_sapiens,musculus"	SWS	AH003620.2_1_146-NP_031564.1_147_346
S683	414	"Homo,Mus_sapiens,musculus"	SWS	AH003620.2_1_253-NP_031564.1_254_346
S684	381	"Homo,Mus_sapiens,musculus"	UVS	NP_031564.1_1_55-AH003620.2_56_92-NP_031564.1_93_346
S685	363	"Homo,Mus_sapiens,musculus"	UVS	NP_031564.1_1_92-AH003620.2_93_146-NP_031564.1_147_346
S686	405	"Homo,Mus_sapiens,musculus"	SWS	NP_031564.1_1_55-AH003620.2_56_146-NP_031564.1_147_346
S687	359	Mus_musculus	UVS	NP_031564.1_R38Y
S688	359	Mus_musculus	UVS	NP_031564.1_F46T
S689	359	Mus_musculus	UVS	NP_031564.1_F49L
S690	359	Mus_musculus	UVS	NP_031564.1_V50I
S691	359	Mus_musculus	UVS	NP_031564.1_T52F
S692	359	Mus_musculus	UVS	NP_031564.1_I57M
S693	359	Mus_musculus	UVS	NP_031564.1_H64R
S694	359	Mus_musculus	UVS	NP_031564.1_L81F
S695	359	Mus_musculus	UVS	NP_031564.1_F85L
S696	359	Mus_musculus	UVS	NP_031564.1_T92P
S697	359	Mus_musculus	UVS	NP_031564.1_I95V
S698	359	Mus_musculus	UVS	NP_031564.1_H100N
S699	359	Mus_musculus	UVS	NP_031564.1_L104V
S700	359	Mus_musculus	UVS	NP_031564.1_A114G
S701	359	Mus_musculus	UVS	NP_031564.1_S118T
S702	359	Mus_musculus	UVS	NP_031564.1_V137I
S703	359	Mus_musculus	UVS	NP_031564.1_S145N
S704	359	Mus_musculus	UVS	NP_031564.1_I146F
S705	359	Mus_musculus	UVS	NP_031564.1_N149S
S706	381	Mus_musculus	UVS	"NP_031564.1_L81F,F85L,T92P"
S707	363	Mus_musculus	UVS	"NP_031564.1_A114G,S118T"
S708	403	Mus_musculus	UVS	"NP_031564.1_L81F,F85L,T92P,A114G,S118T"
S709	395	Mus_musculus	UVS	"NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P"
S710	412	Mus_musculus	UVS	"NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P,A114G,S118T"
S711	411	Mus_musculus	UVS	"NP_031564.1_F46T,F49L,T52F,F85L,T92P,A114G,S118T"
S712	360	Mus_musculus	UVS	NP_031564.1_E113Q
S713	359	Mus_musculus	UVS	"NP_031564.1_F46T,F49L,T52F,F85L,T92P,E113Q,A114G,S118T"
S714	352	Homo_sapiens	SWS	"AH003620.2_T46F,L49F,F52T,L93F,P100T,G114A,T118S"
S715	369	Homo_sapiens	SWS	"AH003620.2_T46F,L49F,F52T,F88L,L93F,P100T,G114A,T118S"
S716	498	Loxodonta_africana	Rh1	AY686752.1_N83D
S717	367	Loxodonta_africana	SWS1	AY686753.1_S86F
S718	412	Loxodonta_africana	SWS1	AY686753.1_I92T
S719	416	Loxodonta_africana	SWS1	AY686753.1_V116L
S720	359	Loxodonta_africana	SWS1	"AY686753.1_S86F,I92T"
S721	360	Loxodonta_africana	SWS1	"AY686753.1_S86F,V116L"
S722	411	Loxodonta_africana	SWS1	"AY686753.1_I92T,V116L"
S723	360	Loxodonta_africana	SWS1	"AY686753.1_S86F,I92T,V116L"
S724	552	Loxodonta_africana	LWS	AY686754.1
S725	558	Loxodonta_africana	LWS	AY686754.1_A180S
S726	363	Callosobruchus_maculatus	IV-UVS	OP722929.1
S727	511	Callosobruchus_maculatus	IV-LWS	OP722946.1
S728	431	Chrysochroa_rajah	inv-UVS	OP722930.1
S729	356	Chrysochroa_rajah	IV-UVS	OP722931.1
S730	357	Chrysochroa_mniszechii	IV-UVS	OP722932.1
S731	442	Chrysochroa_mniszechii	IV-UVS	OP722933.1
S732	584	Chrysochroa_rajah	IV-LWS	OP722947.1
S733	509	Chrysochroa_rajah	IV-LWS	OP722948.1
S734	572	Chrysochroa_mniszechii	IV-LWS	OP722949.1
S735	507	Chrysochroa_mniszechii	IV-LWS	OP722950.1
S736	559	Chrysochroa_rajah	IV-UVS	OP722931.1_F261Y
S737	358	Chrysochroa_rajah	IV-UVS	OP722931.1_Q118A_F261Y
S738	507	Chrysochroa_rajah	IV-LWS	OP722948.1_C122T
S739	511	Chrysochroa_rajah	IV-LWS	OP722948.1_V211C
S740	519	Chrysochroa_rajah	IV-LWS	OP722948.1_C122T_V211C
S741	563	lwsanc_pigmenta_sp.	LWS	lwsanc_pigmenta
S742	563	lwsanc_pigmentb_sp.	LWS	lwsanc_pigmentb
S743	561	lwsanc_pigmentc_sp.	LWS	lwsanc_pigmentc
S744	558	lwsanc_pigmentd_sp.	LWS	lwsanc_pigmentd
S745	558	lwsanc_pigmente_sp.	LWS	lwsanc_pigmente
S746	536	lwsanc_pigmentf_sp.	LWS	lwsanc_pigmentf
S747	561	lwsanc_pigmentg_sp.	LWS	lwsanc_pigmentg
S748	564	lwsanc_pigmenti_sp.	LWS	lwsanc_pigmenti
S749	532	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx
S750	553	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty
S751	532	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz
S752	533	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx_A180S
S753	532	lwsanc_pigmentx_sp.	LWS	lwsanc_pigmentx_A58T_V76A_H294N
S754	554	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty_I274V
S755	553	lwsanc_pigmenty_sp.	LWS	lwsanc_pigmenty_I320V
S756	532	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_T58A
S757	533	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_H294N
S758	532	lwsanc_pigmentz_sp.	LWS	lwsanc_pigmentz_V76A
S759	501.7	Bos_taurus	Rh1	NM_001014890.2_T160A
S760	499	Bos_taurus	Rh1	NM_001014890.2_I259M
S761	359	Phodopus_sungorus	SWS1	JQ036217
S762	376	Phodopus_sungorus	SWS1	JQ036217_F86Y
S763	358	Phodopus_sungorus	SWS1	JQ036217_S90A
S764	358	Phodopus_sungorus	SWS1	JQ036217_S90C
S765	424	Mus_musculus	UVS	AF190670.1_F86Y
S766	430	Mus_musculus	UVS	AF190670.1_F86Y_T93I_A97T
S767	354	Mus_musculus	UVS	AF190670.1_E113A
S768	351	Mus_musculus	UVS	AF190670.1_E113Q
