	Lambda_Max	Species	Opsin_Family	Accession
S343	397.00000	Taeniopygia_guttata	SWS	AF222331_C84S
S344	397.00000	Taeniopygia_guttata	SWS	AF222331_C84S_I85V
S345	382.00000	Taeniopygia_guttata	SWS	AF222331_C84G
S346	363.00000	Taeniopygia_guttata	SWS	AF222331_C84G_I85F
S347	405.00000	Gallus_gallus	SWS	M92039_V85I
S348	369.00000	Gallus_gallus	SWS	M92039_S84C
S349	371.00000	Gallus_gallus	SWS	M92039_S84C_V85I
S350	389.00000	Columba_livia	SWS1	AH007798.2_V85I
S351	358.00000	Columba_livia	SWS1	AH007798.2_S84C
S352	359.00000	Columba_livia	SWS1	AH007798.2_S84C_V85I
S353	435.00000	Eumaeus_atala	BRh1	MN831881.1
S354	500.00000	Eumaeus_atala	BRh2	MN831882.1
S355	569.00000	Eumaeus_atala	LWRh	MN831883.1
S356	352.00000	Eumaeus_atala	UVRh	MN831884.1
S357	578.00000	Arhopala_japonica	LWRh	MN831885.1
S358	450.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F
S359	440.00000	Eumaeus_atala	BRh1	MN831881.1_A118S
S360	528.00000	Eumaeus_atala	BRh1	MN831881.1_I122F
S361	530.00000	Eumaeus_atala	BRh1	MN831881.1_G177S
S362	516.00000	Eumaeus_atala	BRh1	MN831881.1_Y179F
S363	527.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_G177S
S364	526.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_Y179F
S365	528.00000	Eumaeus_atala	BRh1	MN831881.1_I207C_F208C
S366	475.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F_Y179F
S367	508.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_G177S_Y179F
S368	535.00000	Eumaeus_atala	BRh1	MN831881.1_I122F_I207C_F208C
S369	520.00000	Eumaeus_atala	BRh1	MN831881.1_Y179F_I207C_F208C
S370	526.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_Y179F_I207C_F208C
S371	533.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F_I207C_F208C
S372	528.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F_Y179F_I207C_F208C
S373	571.00000	Poecilia_reticulata	LWS1	AB748985.1
S374	562.00000	Poecilia_reticulata	LWS1	AB748984
S375	516.00000	Poecilia_reticulata	LWS2	LC127183
S376	519.00000	Poecilia_reticulata	LWS3	LC127184
S377	516.00000	Poecilia_reticulata	RH2-1	LC127186
S378	476.00000	Poecilia_reticulata	RH2-2	LC127187
S379	438.00000	Poecilia_reticulata	SWS2-A	LC127188
S380	408.00000	Poecilia_reticulata	SWS2-B	LC127189
S381	353.00000	Poecilia_reticulata	SWS1	LC127190
S382	503.00000	Poecilia_reticulata	RH1	LC127191
S383	358.00000	Geotria_australis	SWS1	KT749677
S384	439.00000	Geotria_australis	SWS2	AY366492
S385	497.00000	Geotria_australis	RhA	AY366493
S386	492.00000	Geotria_australis	RhB	AY366494
S387	420.00000	Cavia_porcellus	SWS1	AY552608
S388	358.00000	Carassius_auratus	SWS1	D85863
S389	388.00000	Columba_livia	SWS1	AJ238856
S390	419.00000	Gallus_gallus	SWS1	NM_205438.1
S391	360.00000	Melopsittacus_undulatus	SWS1	NM_001311081
S392	360.00000	Anolis_carolinensis	SWS1	AH007736
S393	363.00000	Carassius_auratus	SWS1	D85863_F86S
S394	357.00000	Columba_livia	SWS1	AJ238856_S86F
S395	366.00000	Columba_livia	SWS1	AJ238856_V116L
S396	380.00000	Columba_livia	SWS1	AJ238856_V116M
S397	372.00000	Gallus_gallus	SWS1	NM_205438.1_S86F
S398	419.00000	Gallus_gallus	SWS1	NM_205438.1_V116L
S399	420.00000	Melopsittacus_undulatus	SWS1	NM_001311081_C90S
S400	361.00000	Melopsittacus_undulatus	SWS1	NM_001311081_A86S
S401	508.00000	Phreatichthys_andruzzii	Rh1	JQ413240
S402	505.00000	Phreatichthys_andruzzii	exoRh	GQ404491.1
S403	502.00000	Danio_rerio	Rh1	AF109368
S404	498.00000	Danio_rerio	exoRh	NM131212.2
S405	414.00000	Homo_sapiens	OPN1SW	DQ822478.1
S406	424.00000	Homo_sapiens	OPN1SW	DQ822478.1_S289A
S407	417.00000	Homo_sapiens	OPN1SW	DQ822478.1_S87G
S408	434.00000	Homo_sapiens	OPN1SW	DQ822478.1_Y262W
S409	383.00000	Platynereis_dumerilii	LWS	AY692353.1
S410	491.00000	Platynereis_dumerilii	LWS	AY692353.1_K94T
S411	492.00000	Platynereis_dumerilii	LWS	AY692353.1_K94A
S412	491.00000	Platynereis_dumerilii	LWS	AY692353.1_K94S
S413	502.00000	Platynereis_dumerilii	LWS	AY692353.1_K94V
S414	489.00000	Platynereis_dumerilii	LWS	AY692353.1_K94D
S415	461.00000	Platynereis_dumerilii	LWS	AY692353.1_K94E
S416	484.00000	Platynereis_dumerilii	LWS	AY692353.1_K94H
S417	377.00000	Platynereis_dumerilii	LWS	AY692353.1_K94R
S418	480.00000	Drosophila_melanogaster	Rh1	NM_079683.3
S419	485.00000	Drosophila_melanogaster	Rh1	NM_079683.3_D96N
S420	486.00000	Drosophila_melanogaster	Rh1	NM_079683.3_D124N
S421	486.00000	Drosophila_melanogaster	Rh1	NM_079683.3_D147N
S422	484.00000	Drosophila_melanogaster	Rh1	NM_079683.3_E194Q
S423	481.00000	Drosophila_melanogaster	Rh1	NM_079683.3_D203N
S424	450.00000	Pieris_rapae	PrB	AB208675.1
S425	437.00000	Pieris_rapae	PrB	AB208675.1_S117A
S426	446.00000	Pieris_rapae	PrB	AB208675.1_F177Y
S427	425.00000	Pieris_rapae	PrB	AB208675.1_S117A_F177Y
S428	420.00000	Pieris_rapae	PrV	AB208674.1
S429	430.00000	Pieris_rapae	PrV	AB208674.1_A116S
S430	561.00000	Grus_americana	LWS	KM508487
S431	500.00000	Grus_americana	Rh1	KM508488
S432	499.00000	Grus_americana	Rh2	KM508489
S433	404.00000	Grus_americana	SWS1	KM508490
S434	450.00000	Grus_americana	SWS2	KM508491
S435	486.00000	Scopelarchus_analis	Rh1	EF517404.1
S436	479.00000	Scopelarchus_analis	Rh1	EF517405.1
S437	539.00000	Otolemur_crassicaudatus	LWS	AB112590.1
S438	502.00000	Otolemur_crassicaudatus	Rh1	AB112591.1
S439	525.00000	Argopecten_irradians	Rtc	KX550908.1
S440	521.00000	Argopecten_irradians	Rtc	KX550908.1_M204L
S441	509.00000	Argopecten_irradians	Rtc	KX550908.1_Y211W
S442	510.00000	Argopecten_irradians	Rtc	KX550908.1_V216A
S443	521.00000	Argopecten_irradians	Rtc	KX550908.1_M204L_V216A
S444	513.00000	Argopecten_irradians	Rtc	KX550908.1_M204L_Y211W
S445	515.00000	Argopecten_irradians	Rtc	KX550908.1_Y211W_V216A
S446	513.00000	Argopecten_irradians	Rtc	KX550908.1_M204L_Y211W_V216A
S447	496.00000	Pecten_maximus	Rtc	XM_033877948.1
S448	508.00000	Pecten_maximus	Rtc	XM_033877948.1_L204M
S449	505.00000	Pecten_maximus	Rtc	XM_033877948.1_W211Y
S450	498.00000	Pecten_maximus	Rtc	XM_033877948.1_A216V
S451	505.00000	Pecten_maximus	Rtc	XM_033877948.1_L204M_A216V
S452	500.00000	Pecten_maximus	Rtc	XM_033877948.1_L204M_W211Y
S453	494.00000	Pecten_maximus	Rtc	XM_033877948.1_W211Y_A216V
S454	505.00000	Pecten_maximus	Rtc	XM_033877948.1_L204M_W211Y_A216V
S455	420.00000	Carassius_auratus	SWS1	D85863.1_F86Y
S456	360.00000	Carassius_auratus	SWS1	D85863.1_F86L
S457	360.00000	Carassius_auratus	SWS1	D85863.1_F86M
S458	435.00000	Bos_tarus	SWS1	U92557.1
S459	431.00000	Limenitis_a.astyanax	Rh1	AY918902.2
S460	430.00000	Limenitis_a.astyanax	Rh1	AY918902.2_I169F
S461	429.00000	Limenitis_a.astyanax	Rh1	AY918902.2_K201R
S462	430.00000	Limenitis_a.astyanax	Rh1	AY918902.2_T273A
S463	431.00000	Limenitis_a.astyanax	Rh1	AY918902.2_I169F_K201R_T273A
S464	435.00000	Limenitis_a.astyanax	Rh1	AY918902.2_Y179F
S465	439.00000	Danaus_plexippus	Rh1	AY605544
S466	431.00000	Limenitis_a.archippus	Rh1	EU358777
S467	452.00000	Oryzias_latipes	Rh2	AB223053
S468	516.00000	Oryzias_latipes	Rh2	AB223054
S469	492.00000	Oryzias_latipes	Rh2	AB223055
S470	448.00000	Oryzias_latipes	Rh2	CP020669.1_(400681-404250)
S471	516.00000	Oryzias_latipes	Rh2	CP020669.1_(390932-392688)
S472	494.00000	Oryzias_latipes	Rh2	CP020669.1_(376983-378663)
S473	447.00000	Oryzias_luzonensis	Rh2	LC260048
S474	517.00000	Oryzias_luzonensis	Rh2	LC260049
S475	486.00000	Oryzias_luzonensis	Rh2	LC260050
S476	469.00000	Oryzias_celebensis	Rh2	LC260051
S477	516.00000	Oryzias_celebensis	Rh2	LC260052
S478	491.00000	Oryzias_celebensis	Rh2	LC260053
S479	460.00000	Oryzias_melastigma	Rh2	LC260054
S480	519.00000	Oryzias_melastigma	Rh2	LC260055
S481	491.00000	Oryzias_melastigma	Rh2	LC260056
S482	462.00000	Oryzias_minutillus	Rh2	LC260057
S483	517.00000	Oryzias_minutillus	Rh2	LC260058
S484	493.00000	Oryzias_minutillus	Rh2	LC260059
S485	493.00000	Oryzias_latipes	Rh2	AB223054_I95L_T96N_E122Q_V123I_I205M_V209C_F213C_G269A
S486	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_I123V_M205I_C209V_C213F_A269G
S487	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E
S488	0.00000	Oryzias_latipes	Rh2	AB223055_L95I_Q122E
S489	512.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E
S490	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_I123V
S491	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_M205I
S492	510.00000	Oryzias_latipes	Rh2	AB223055_Q122E_C209V
S493	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_C213F
S494	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_A269G
S495	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F_A269G
S496	515.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E_M205I_C209V_C213F_A269G
S497	514.00000	Oryzias_latipes	Rh2	AB223055_L95I_Q122E_M205I_C209V_C213F_A269G
S498	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_C213F_A269G
S499	515.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_A269G
S500	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F
S501	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_I123V_C209V_C213F_A269G
S502	514.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E_C209V_C213F_A269G
S503	0.00000	Oryzias_latipes	Rh2	AB223055_L95I_Q122E_C209V_C213F_A269G
S504	513.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C213F_A269G
S505	514.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_A269G
S506	515.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_C213F
S507	469.00000	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_C94T_V100M_L108I_L119I_S202T_F203Y_F255I_L309M
S508	454.00000	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_L108I_L119I_S202T_L309M
S509	463.00000	Oryzias_celebensis	Rh2	LC260051_Y198F_R248K
S510	462.00000	Oryzias_melastigma	Rh2	LC260054_E33D_I130V_F203Y
S511	485.00000	Verasper_variegatus	SWS2	A0A1L7P076
S512	416.00000	Verasper_variegatus	SWS2	A0A1L7P082
S513	452.00000	Microstomus_achne	SWS2	A0A1L7P074
S514	466.00000	Paralichthys_olivaceus	SWS2	D7RP09
S515	438.00000	Poecilia_reticulata	SWS2	A0A140JTJ4
S516	408.00000	Poecilia_reticulata	SWS2	A0A140JTJ5
S517	439.00000	Oryzias_latipes	SWS2	Q2L6A3
S518	405.00000	Oryzias_latipes	SWS2	Q2L6A2
S519	448.00000	Lucania_goodei	SWS2	Q7T2U6
S520	397.00000	Lucania_goodei	SWS2	Q7T2U7
S521	416.00000	Danio_rerio	SWS2	Q9W6A8
S522	443.00000	Carassius_auratus	SWS2	L11864.1
S523	416.00000	Danio_rerio	SWS2	AB087809.1
S524	418.00000	Danio_rerio	SWS2	AB087809.1_S117A
S525	416.00000	Danio_rerio	SWS2	AB087809.1_S82A
S526	417.00000	Danio_rerio	SWS2	AB087809.1_W85L
S527	416.00000	Danio_rerio	SWS2	AB087809.1_V88I
S528	417.00000	Danio_rerio	SWS2	AB087809.1_A97S
S529	418.00000	Danio_rerio	SWS2	AB087809.1_Y99F
S530	417.00000	Danio_rerio	SWS2	AB087809.1_K100N
S531	417.00000	Danio_rerio	SWS2	AB087809.1_I108T
S532	417.00000	Danio_rerio	SWS2	AB087809.1_G109A
S533	416.00000	Danio_rerio	SWS2	AB087809.1_I119L
S534	419.00000	Danio_rerio	SWS2	AB087809.1_C295S
S535	443.00000	Carassius_auratus	SWS2	L11864.1_A52T
S536	443.00000	Carassius_auratus	SWS2	L11864.1_S80A
S537	442.00000	Carassius_auratus	SWS2	L11864.1_A87S
S538	440.00000	Carassius_auratus	SWS2	L11864.1_P92S
S539	437.00000	Carassius_auratus	SWS2	L11864.1_S94A
S540	441.00000	Carassius_auratus	SWS2	L11864.1_L116T
S541	444.00000	Carassius_auratus	SWS2	L11864.1_G124S
S542	443.00000	Carassius_auratus	SWS2	L11864.1_S163F
S543	442.00000	Carassius_auratus	SWS2	L11864.1_G217S
S544	442.00000	Carassius_auratus	SWS2	L11864.1_S272A
S545	487.00000	Bos_tarus	Rh1	NM_001014890.2_G90S
S546	484.00000	Bos_tarus	Rh1	NM_001014890.2_T118A
S547	477.00000	Bos_tarus	Rh1	NM_001014890.2_E122D
S548	498.00000	Bos_tarus	Rh1	NM_001014890.2_A295S
S549	453.00000	Bos_tarus	Rh1	NM_001014890.2_T118A_E122D_A292S
S550	467.00000	Danio_rerio	Rh2	NM_131253.2
S551	476.00000	Danio_rerio	Rh2	NM_182891.2
S552	488.00000	Danio_rerio	Rh2	NM_182892.2
S553	505.00000	Danio_rerio	Rh2	NM_131254.1
S554	528.00000	Metriaclima_zebra	Rh2	DQ088651
S555	519.00000	Metriaclima_zebra	Rh2	DQ088650
S556	484.00000	Metriaclima_zebra	Rh2	DQ088652
S557	423.00000	Metriaclima_zebra	SWS2	DQ088649
S558	368.00000	Metriaclima_zebra	SWS1	DQ088648
S559	511.00000	Carassius_auratus	LWS	L11865.1
S560	505.00000	Carassius_auratus	LWS	L11866.1
S561	502.00000	Carassius_auratus	Rh2	L11863.1
S562	441.00000	Carassius_auratus	SWS2	L11864.1
S563	507.00000	Gallus_gallus	Rh1	NM_001397497.1
S564	508.00000	Gallus_gallus	Rh1	NM_001397497.1_Q64K
S565	491.00000	Gallus_gallus	Rh1	NM_001397497.1_E122Q_Q64K_E150A
S566	504.00000	Gallus_gallus	Rh1	NM_001397497.1_E150A
S567	486.00000	Gallus_gallus	Rh1	NM_001397497.1_E122Q
S568	504.00000	Gallus_gallus	Rh1	NM_001397497.1_E122I
S569	487.00000	Gallus_gallus	Rh1	NM_001397497.1_E122D
S570	511.00000	Gallus_gallus	MWS	NM_205490.1
S571	525.00000	Gallus_gallus	MWS	NM_205490.1_Q122E
S572	508.00000	Archosaur_sp.	Rh1	AF310191.1
S573	508.00000	Archosaur_sp.	Rh1	AF310191.1_T213I
S574	508.00000	Archosaur_sp.	Rh1	AF310191.1_T217A
S575	508.00000	Archosaur_sp.	Rh1	AF310191.1_V218I
S576	509.00000	Archosaur_sp.	Rh1	AF310191.1_T213I_T217A_V218I
S577	503.00000	AncAgnatha_sp.	Rh2	AncAgnatha
S578	488.00000	AncActino_sp.	Rh2	AncActino
S579	491.00000	AncTeleost_sp.	Rh2	AncTeleost
S580	491.00000	AncClupeoc_sp.	Rh2	AncClupeoc
S581	489.00000	AncCyprin1_sp.	Rh2	AncCyprin1
S582	505.00000	AncCyprin2_sp.	Rh2	AncCyprin2
S583	488.00000	AncEutelo1_sp.	Rh2	AncEutelo1
S584	489.00000	AncEutelo2_sp.	Rh2	AncEutelo2
S585	474.00000	AncEutelo3_sp.	Rh2	AncEutelo3
S586	524.00000	AncEutelo4_sp.	Rh2	AncEutelo4
S587	488.00000	AncTetrapo_sp.	Rh2	AncTetrapo
S588	499.00000	AncSaurops_sp.	Rh2	AncSaurops
S589	497.00000	AncSquamat_sp.	Rh2	AncSquamat
S590	495.00000	Bos_tarus	Rh1	NM_001014890.2_D83N
S591	500.00000	Lethenteron_camtschaticum	Rh1	M63632.1
S592	478.00000	Latimeria_chalumnae	Rh2	AH007713.2
S593	495.00000	Latimeria_chalumnae	Rh1	AH007712.2_Q122E
S594	493.00000	Latimeria_chalumnae	Rh1	AH007712.2_S292A
S595	511.00000	Latimeria_chalumnae	Rh1	AH007712.2_Q122E_S292A
S596	491.00000	Latimeria_chalumnae	Rh2	AH007713.2_Q122E
S597	484.00000	Latimeria_chalumnae	Rh2	AH007713.2_L207M
S598	499.00000	Latimeria_chalumnae	Rh2	AH007713.2_Q122E_L207M
S599	361.00000	swsanc1_sp.	UVS	swsanc1
S600	360.00000	swsanc2_sp.	UVS	swsanc2
S601	359.00000	swsanc3_sp.	UVS	swsanc3
S602	360.00000	swsanc4_sp.	UVS	swsanc4
S603	360.00000	swsanc5_sp.	UVS	swsanc5
S604	393.00000	swsanc6_sp.	SWS	swsanc6
S605	359.00000	swsanc7_sp.	UVS	swsanc7
S606	360.00000	swsanc1_sp.	UVS	swsanc1_F60I
S607	361.00000	swsanc1_sp.	UVS	swsanc1_V63I
S608	362.00000	swsanc1_sp.	UVS	swsanc1_G82A,L85I,C86V,I87T,S92F,F96V,S98A,L99S,R100Q
S609	361.00000	swsanc1_sp.	UVS	swsanc1_V104I
S610	361.00000	swsanc1_sp.	UVS	swsanc1_H107R,V109L,L112M,L116M,V119I,I137V
S611	361.00000	swsanc1_sp.	UVS	swsanc1_K147R,G149S
S612	392.00000	swsanc6_sp.	SWS	swsanc6_V49L,I60V,V63I
S613	392.00000	swsanc6_sp.	SWS	swsanc6_F81V,I85M,I88V
S614	398.00000	swsanc6_sp.	SWS	swsanc6_A118S
S615	392.00000	swsanc6_sp.	SWS	swsanc6_N149S
S616	359.00000	swsanc5_sp.	UVS	swsanc5_F49V
S617	377.00000	swsanc5_sp.	UVS	swsanc5_F84S
S618	357.00000	swsanc5_sp.	UVS	swsanc5_S118A
S619	383.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S
S620	357.00000	swsanc5_sp.	UVS	swsanc5_F49V,S118A
S621	369.00000	swsanc5_sp.	UVS	swsanc5_F84S,S118A
S622	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A
S623	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,A82S
S624	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,L85I
S625	374.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,R107K
S626	375.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,V119T
S627	375.00000	swsanc5_sp.	UVS	swsanc5_F49V,F84S,S118A,A120G
S628	360.00000	swsanc5_sp.	UVS	swsanc5_A82S,L85I,R107K,V119T,A120G
S629	393.00000	swsanc5'_sp.	UVS	swsanc5'
S630	393.00000	swsanc5'_sp.	UVS	swsanc5'_F46L
S631	366.00000	swsanc5'_sp.	UVS	swsanc5'_S84C
S632	360.00000	swsanc5'_sp.	UVS	swsanc5'_S89C
S633	398.00000	swsanc5'_sp.	UVS	swsanc5'_A114G
S634	360.00000	swsanc5'_sp.	UVS	swsanc5'_S84C,S89C
S635	360.00000	swsanc5'_sp.	UVS	swsanc5'_F46L,C86S,S89C,A114G
S636	359.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_350
S637	383.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_350
S638	410.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_98-NM_001085652.1_99-151-swsanc3_152_350
S639	389.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_98-swsanc3_99_350
S640	417.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_98-NM_001085652.1_99_151-swsanc3_152_350
S641	421.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_151-swsanc3_152_350
S642	422.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_151-swsanc3_152_350
S643	360.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_151-NM_001085652.1_152_311-swsanc3_312_350
S644	361.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_30-NM_001085652.1_31_66-swsanc3_67_151-NM_001085652.1_152_311-swsanc3_312_350
S645	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	swsanc3_1_66-NM_001085652.1_67_98-swsanc3_99_151-NM_001085652.1_152_311-swsanc3_312_350
S646	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_30-swsanc3_31_98-NM_001085652.1_99_347
S647	408.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_98-swsanc3_99_151-NM_001085652.1_152_347
S648	404.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_66-swsanc3_67_98-NM_001085652.1_99_347
S649	418.00000	swsanc3,Xenopus_sp.,laevis	UVS	NM_001085652.1_1_30-swsanc3_31_66-NM_001085652.1_67_347
S650	355.00000	Xenopus_laevis	UVS	NM_001085652.1_M86F,I91V,P93T,A109V,D113E,V116L,T118S
S651	380.00000	swsanc3_sp.	UVS	swsanc3_F86M,V91I,T93P
S652	408.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,L116V,S118T
S653	385.00000	swsanc3_sp.	UVS	swsanc3_F49L,F86M,V91I,T93P
S654	411.00000	swsanc3_sp.	UVS	swsanc3_F49L,V109A,E113D,L116V,S118T
S655	421.00000	swsanc3_sp.	UVS	swsanc3_F86M,V91I,T93P,V109A,E113D,L116V,S118T
S656	422.00000	swsanc3_sp.	UVS	swsanc3_F49L,F86M,V91I,T93P,V109A,E113D,L116V,S118T
S657	361.00000	swsanc3_sp.	UVS	swsanc3_F86M
S658	359.00000	swsanc3_sp.	UVS	swsanc_T93P
S659	394.00000	swsanc3_sp.	UVS	swsanc_F86M,T93P
S660	360.00000	swsanc3_sp.	UVS	swsanc3_V109A
S661	355.00000	swsanc3_sp.	UVS	swsanc3_E113D
S662	359.00000	swsanc3_sp.	UVS	swsanc3_L116V
S663	361.00000	swsanc3_sp.	UVS	swsanc3_S118T
S664	370.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D
S665	359.00000	swsanc3_sp.	UVS	swsanc3_V109A,L116V
S666	361.00000	swsanc3_sp.	UVS	swsanc3_V109A,S118T
S667	357.00000	swsanc3_sp.	UVS	swsanc3_E113D,S118T
S668	360.00000	swsanc3_sp.	UVS	swsanc3_L116V,S118T
S669	391.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,L116V
S670	391.00000	swsanc3_sp.	UVS	swsanc3_V109A,E113D,S118T
S671	360.00000	swsanc3_sp.	UVS	swsanc3_V109A,L116V,S118T
S672	359.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T
S673	363.00000	swsanc3_sp.	UVS	swsanc3_T108I,E113D,L116V,S118T
S674	361.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T,V119L
S675	358.00000	swsanc3_sp.	UVS	swsanc3_E113D,L116V,S118T,A120T
S676	363.00000	swsanc3_sp.	UVS	swsanc3_A111S,L112I,E113D,L116V,S118T
S677	363.00000	swsanc3_sp.	UVS	swsanc3_A111S,E113D,L116V,S118T,A120T
S678	383.00000	swsanc3_sp.	UVS	swsanc3_F46M,F86M,V91I,T93P
S679	385.00000	swsanc3_sp.	UVS	swsanc3_F46M,F49L,F86M,V91I,T93P
S680	423.00000	swsanc3_sp.	UVS	swsanc3_F46M,F49L,F86M,V91I,T93P,T108I,V109A,A111S,L112I,E113D,L116V,S118T,V119L,A120T
S681	365.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_92-AH003620.2_93_348
S682	360.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_146-AH003620.2_147_348
S683	360.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_253-AH003620.2_254_348
S684	396.00000	Homo,Mus_sapiens,musculus	UVS	AH003620.2_1_92-NP_031564.1_93_346
S685	414.00000	Homo,Mus_sapiens,musculus	SWS	AH003620.2_1_146-NP_031564.1_147_346
S686	414.00000	Homo,Mus_sapiens,musculus	SWS	AH003620.2_1_253-NP_031564.1_254_346
S687	381.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_55-AH003620.2_56_92-NP_031564.1_93_346
S688	363.00000	Homo,Mus_sapiens,musculus	UVS	NP_031564.1_1_92-AH003620.2_93_146-NP_031564.1_147_346
S689	405.00000	Homo,Mus_sapiens,musculus	SWS	NP_031564.1_1_55-AH003620.2_56_146-NP_031564.1_147_346
S690	359.00000	Mus_musculus	UVS	NP_031564.1_R38Y
S691	359.00000	Mus_musculus	UVS	NP_031564.1_F46T
S692	359.00000	Mus_musculus	UVS	NP_031564.1_F49L
S693	359.00000	Mus_musculus	UVS	NP_031564.1_V50I
S694	359.00000	Mus_musculus	UVS	NP_031564.1_T52F
S695	359.00000	Mus_musculus	UVS	NP_031564.1_I57M
S696	359.00000	Mus_musculus	UVS	NP_031564.1_H64R
S697	359.00000	Mus_musculus	UVS	NP_031564.1_L81F
S698	359.00000	Mus_musculus	UVS	NP_031564.1_F85L
S699	359.00000	Mus_musculus	UVS	NP_031564.1_T92P
S700	359.00000	Mus_musculus	UVS	NP_031564.1_I95V
S701	359.00000	Mus_musculus	UVS	NP_031564.1_H100N
S702	359.00000	Mus_musculus	UVS	NP_031564.1_L104V
S703	359.00000	Mus_musculus	UVS	NP_031564.1_A114G
S704	359.00000	Mus_musculus	UVS	NP_031564.1_S118T
S705	359.00000	Mus_musculus	UVS	NP_031564.1_V137I
S706	359.00000	Mus_musculus	UVS	NP_031564.1_S145N
S707	359.00000	Mus_musculus	UVS	NP_031564.1_I146F
S708	359.00000	Mus_musculus	UVS	NP_031564.1_N149S
S709	381.00000	Mus_musculus	UVS	NP_031564.1_L81F,F85L,T92P
S710	363.00000	Mus_musculus	UVS	NP_031564.1_A114G,S118T
S711	403.00000	Mus_musculus	UVS	NP_031564.1_L81F,F85L,T92P,A114G,S118T
S712	395.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P
S713	412.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,L81F,F85L,T92P,A114G,S118T
S714	411.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,F85L,T92P,A114G,S118T
S715	360.00000	Mus_musculus	UVS	NP_031564.1_E113Q
S716	359.00000	Mus_musculus	UVS	NP_031564.1_F46T,F49L,T52F,F85L,T92P,E113Q,A114G,S118T
